qid,chapter,correct,question_text,score_length(機械),score_qualifier(機械),score_keyword(機械),score_surface(Claude),score_knowledge(Claude),合計スコア,判定区分,Claude判定理由,選択肢A,選択肢B,選択肢C,選択肢D,正解文字数,不正解平均文字数
Q5-001,第5章,D,医療AIにおける「バイアス」の説明として、最も適切なものはどれか。,5,0,0,5,4,14,注意,バイアス=不公平判断は名称と整合、他は無関係物理量,AIの消費電力が大きいこと,AIのプログラムにエラーがあること,AIの処理速度が遅くなること,学習データや設計に起因し、特定の集団に対して不公平な判断をする傾向,33,15
Q5-002,第5章,A,医療AIを用いた診療におけるインフォームド・コンセントの説明として、最も適切なものはどれか。,5,5,0,4,4,18,要改善,IC=説明+同意は医療常識、「不要」「全て説明」断定誘導,AIを診断支援に使用すること、その特性や限界を患者に説明し、理解を得ることが望ましい,AIを使用することについて患者への説明は不要である,AIの使用については医師の判断のみで決定でき、患者の同意は不要である,AIの技術的詳細を全て患者に説明する義務がある,42,27
Q5-003,第5章,D,生成AIの「ハルシネーション（幻覚）」とは何か。,5,0,0,5,4,14,注意,ハルシネーション=誤情報生成は名称と意味的に整合,AIの処理中に画面がちらつくこと,AIが美しい画像を生成すること,AIが大量のデータを高速で処理すること,AIが事実に基づかない誤った情報をあたかも正しいかのように生成すること,35,17
Q5-004,第5章,D,医療AIの「説明可能性（Explainability）」が重要とされる理由として、最も適切なものはどれか。,5,0,0,5,4,14,注意,説明可能性=判断根拠理解は名称と整合、他は速度・コストで本質外,AIの処理速度を向上させるため,AIのプログラムサイズを小さくするため,AIの開発コストを削減するため,医師や患者がAIの判断根拠を理解し、信頼性を評価できるようにするため,34,16
Q5-005,第5章,C,AIを用いた診断支援において誤診が発生した場合の責任の考え方として、最も適切なものはどれか。,5,3,0,4,3,15,要改善,医師責任+複合的が常識、「自己責任」「誰も責任なし」断定誘導,患者が自己責任でAI診療を選択したので、患者に責任がある,全ての責任はAI開発企業が負う,最終的な診断判断を行った医師に責任があり、AI開発者・提供者にも状況に応じた責任が生じ得る,AIが判断したことなので、誰も責任を負わない,45,22
Q5-006,第5章,A,医療AIに対する「自動化バイアス」の説明として、最も適切なものはどれか。,4,0,0,4,3,11,注意,自動化バイアス=AI過信は名称から推測可能,AIの出力を過信し、自分の判断よりもAIの判断を優先してしまう傾向,AIの計算を自動化することでバイアスを排除できること,AIを使用すると業務が自動化されて効率が向上すること,AIが自動的にバイアスを検出して修正すること,33,25
Q5-007,第5章,A,医療AIのプライバシーリスクとして、最も適切なものはどれか。,5,0,0,5,4,14,注意,プライバシー=特定+漏洩、他は電力・速度・UIで明白に無関係,学習データから個人が特定される可能性や、入力データの漏えいリスク,AIの電力消費量が増大すること,AIの処理速度が低下すること,AIのユーザーインターフェースが複雑になること,32,17
Q5-008,第5章,A,医療AIの公平性を確保するための取り組みとして、最も適切なものはどれか。,5,5,0,5,4,19,要改善,公平性=多様なデータ、他は限定的・偏り誘発で明らかに逆,学習データに多様な患者集団（年齢、性別、人種等）が含まれるようにする,AIの開発を特定の国の企業に限定する,学習データを特定の病院からのみ収集する,AIの判断を常に医師の判断より優先する,34,19
Q5-009,第5章,B,医療AIの導入が患者の自律性に影響を与える可能性として、最も適切な懸念はどれか。,5,0,4,4,4,17,要改善,自律性=患者の意思決定余地、他は時間・費用・医師数で本質外,AIにより診療時間が短縮されること,AIの判断が患者の意思決定に過度に影響し、患者自身が選択する余地が狭まる可能性,AIにより治療費が増加すること,AIにより医師の数が減少すること,39,16
Q5-010,第5章,B,医療AIのリスク管理における「フェイルセーフ」の考え方として、最も適切なものはどれか。,3,3,0,5,4,15,要改善,フェイルセーフ=安全側に動作は名称と整合,AIが故障しないよう完璧に設計すること,AIが故障しても安全側に動作するよう設計すること,AIの故障を隠蔽して業務を継続すること,AIが故障したら全ての業務を停止すること,24,19
Q5-011,第5章,C,AIの皮膚疾患診断システムにおいて、特定の肌の色の患者に対して精度が低下する問題が発生した。この問題の主な原因として、最も可能性が高いものはどれか。,5,0,2,5,4,16,要改善,特定肌色データ少が原因は推測可能、他は無関係技術要因,AIのプログラムに計算エラーがあった,AIの処理速度が遅かった,学習データに特定の肌の色の患者の画像が少なかった,撮影カメラの解像度が低かった,24,15
Q5-012,第5章,B,医療倫理の四原則に含まれないものはどれか。,2,0,0,4,3,9,注意,医療倫理四原則の知識、効率性は明らかに無関係,善行（Beneficence）,効率性（Efficiency）,公正（Justice）,自律尊重（Autonomy）,15,13
Q5-013,第5章,D,医療従事者が生成AIを使用して患者向けの説明資料を作成した。ハルシネーションのリスクに対処するために最も適切な対応はどれか。,3,0,0,5,4,12,注意,確認・修正が常識、「有料で発生しない」「そのまま」断定誘導,有料版の生成AIを使用すればハルシネーションは発生しない,生成AIが作成したことを患者に伝えれば、そのまま使用してよい,生成AIの出力をそのまま患者に渡す,生成AIの出力を専門知識に基づいて確認・修正してから使用する,30,25
Q5-014,第5章,C,ディープラーニングを用いた医療AIの「ブラックボックス問題」への対策として、最も適切なものはどれか。,4,5,0,4,3,16,要改善,XAI技術が対策、「禁止」「説明しない」明白に逆,患者にAIの使用を説明しないことで問題を回避する,AIの使用を完全に禁止する,説明可能AI（XAI）技術を活用し、AIの判断根拠を可視化する,AIの判断を全て医師が追認することで説明責任を果たす,31,21
Q5-015,第5章,B,医療AIの導入におけるリスクアセスメントの目的として、最も適切なものはどれか。,5,0,1,4,3,13,注意,リスク特定+対策は名称（リスクアセスメント）から整合,AIの市場シェアを拡大すること,AIに関連するリスクを特定・評価し、適切な対策を講じること,AIの開発期間を短縮すること,AIの導入コストを最小化すること,29,15
Q5-016,第5章,B,AI診断支援を使用する際のインフォームド・コンセントにおいて、患者に説明すべき内容として、最も重要度が高いものはどれか。,5,0,0,4,4,13,注意,AIの限界と医師最終判断は医療常識、他は副次的,AIシステムの価格と導入コスト,AIの判断には限界があり、最終判断は医師が行うこと,AIを開発した企業の会社概要,AIの学習に使用したデータの詳細な統計情報,25,17
Q5-017,第5章,B,医師がAI診断支援システムを使用する際に、自動化バイアスを防ぐための適切な対策はどれか。,5,0,0,5,4,14,注意,「100%信頼」「中止」「帰宅させる」断定誘導、Bだけ穏当,AIの使用を完全に中止する,AIの出力を参考にしつつ、独自の臨床判断も必ず行い、両者を照合する,AIの出力を見る前に患者を帰宅させる,AIの出力を常に100%信頼して診断を行う,33,17
Q5-018,第5章,C,医療AIの公平性評価において、「サブグループ分析」が重要とされる理由として、最も適切なものはどれか。,5,0,0,4,3,12,注意,サブグループ分析=集団別精度確認は名称から整合,AIのユーザーインターフェースを評価するため,AIの開発コストを算出するため,全体の精度が高くても、特定の患者集団で精度が低下していないか確認するため,AIの処理速度を測定するため,36,17
Q5-019,第5章,C,医療機関がAI診断支援システムを導入する際に負う責任として、最も適切なものはどれか。,4,5,1,5,4,19,要改善,管理責任が本質、「患者自己責任」「経営責任」「企業全責任」断定誘導,AIを使用する患者の自己責任のみ,AI開発企業の経営に関する責任,適切なシステムの選定、運用管理、職員教育などの管理責任,AIの出力結果に対する責任は全てAI開発企業が負う,27,19
Q5-020,第5章,B,医療AIの学習データを作成する際の「差分プライバシー」技術の目的として、最も適切なものはどれか。,5,0,0,3,2,10,注意,差分プライバシー=特定数学的困難の用語知識,AIの学習速度を向上させること,学習データから個人を特定することを数学的に困難にすること,AIの消費電力を削減すること,AIの出力精度を向上させること,28,15
Q5-021,第5章,C,AIを用いた医療において「Human-in-the-loop」の原則が重要とされる理由として、最も適切なものはどれか。,5,0,1,5,4,15,要改善,Human-in-the-loop=人間最終判断は名称と整合、他は明白に無関係,人間がAIの電源を管理するため,人間がAIの販売を担当するため,重要な意思決定において人間が最終的な判断と責任を持つため,人間がAIのプログラムを作成するため,28,16
Q5-022,第5章,A,医療AIにおける「選択バイアス」の説明として、最も適切なものはどれか。,5,0,0,3,2,10,注意,選択バイアス=データ収集偏り、他はダジャレ的,学習データの収集段階で特定の患者群が過剰または過少に含まれること,患者がAIによる診療を選択すること,AIが選択肢を提示する際に偏りが生じること,医師がAIを選択的に使用すること,32,18
Q5-023,第5章,C,画像診断AIが「この画像には異常が疑われます」と出力した。説明可能性の観点から望ましいAIの追加機能はどれか。,5,3,1,4,3,16,要改善,ハイライト+類似症例が説明可能性、他は副次的・無関係,出力の信頼度を暗号化して表示する,結論のみをより大きな文字で表示する,異常が疑われる領域をハイライト表示し、類似症例を提示する,AIの学習に使用した全データを一覧表示する,28,18
Q5-024,第5章,B,医療AIの導入に際して、リスクと便益のバランスを評価する際に最も重要な考慮事項はどれか。,5,0,1,5,4,15,要改善,便益>リスクが本質、速度・知名度・コストは本質外,AIの処理速度が最速であること,AI導入による患者への便益が、想定されるリスクを上回ること,AI開発企業の知名度が高いこと,AIの導入コストが最小であること,29,15
Q5-025,第5章,B,医療AIの活用において「無危害（Non-maleficence）」の原則を実践する例として、最も適切なものはどれか。,4,3,0,4,3,14,注意,無危害=リスク最小化は名称と整合,患者にAIの使用について説明し同意を得る,AIの誤診リスクを最小化するための検証と監視を行う,AIの導入により医療費を削減する,AIの使用を全ての患者に平等に提供する,25,18
Q5-026,第5章,D,生成AIのハルシネーションが医療分野で特に問題となる理由として、最も適切なものはどれか。,5,0,0,5,4,14,注意,誤情報→健康被害が本質、情報量・長さ・時間は本質外,出力される情報量が少なすぎるため,生成される文章が長くなりすぎるため,生成に時間がかかりすぎるため,誤った医療情報が患者の健康被害につながる可能性があるため,28,16
Q5-027,第5章,C,AIを用いた診断を受けた患者が「なぜAIはそう判断したのか」と質問した場合、医師の対応として最も適切なものはどれか。,4,3,0,5,4,16,要改善,分かりやすく説明が常識、「拒否」「絶対」「メーカーへ」断定誘導,AIの判断理由は専門的すぎるため説明を拒否する,AIの判断は絶対なので疑問を持たないよう伝える,AIの出力に基づき、分かりやすい言葉で判断根拠を説明する努力をする,AIメーカーに直接問い合わせるよう患者に伝える,33,23
Q5-028,第5章,D,医療AIに対する過信を防ぐための組織的な取り組みとして、適切でないものはどれか。,3,1,0,5,4,13,注意,「100%精度説明」は明白に過信助長,AIの性能データ（感度・特異度等）の透明な共有,AIの判断と医師の判断が異なった事例の定期的なレビュー,AIの限界や誤りの可能性についての継続的な教育,AIの精度を100%と説明し、全幅の信頼を置くよう指導する,29,24
Q5-029,第5章,C,医療AIの公平性に関する「代表性の問題」とは何か。,4,0,0,3,2,9,注意,代表性=データ反映の用語知識、他は名称のダジャレ,AIを代表する広報担当者が不在であること,AIの出力結果を代表して説明する人がいないこと,学習データが実際に使用される患者集団を十分に反映していないこと,AI開発企業の代表者が医療の専門家でないこと,31,22
Q5-030,第5章,C,医療AIの「ドリフト」（性能劣化）が発生する原因として、最も適切なものはどれか。,5,0,1,4,3,13,注意,ドリフト=データ乖離による劣化、他は物理的要因,AIのハードウェアが物理的に劣化すること,AIのユーザーインターフェースが古くなること,医療環境や患者集団の変化により、学習データと実際のデータに乖離が生じること,AIの電源が不安定であること,37,19
Q5-031,第5章,C,医療AIの説明可能性を高めるための技術「LIME」や「SHAP」の目的として、最も適切なものはどれか。,5,0,0,2,1,8,注意,LIME/SHAPの純粋なXAI技術知識,AIのセキュリティを強化すること,AIの学習データ量を増やすこと,AIの個々の予測に対して、どの特徴が判断に寄与したかを示すこと,AIの処理速度を向上させること,31,15
Q5-032,第5章,C,AI診断支援システムが誤った診断提案を出し、医師がそれを採用して患者に害が生じた場合、責任の所在に関する考え方として最も適切なものはどれか。,4,0,0,4,3,11,注意,複合的責任が常識、「責任なし」「自己責任」「全責任医師」断定誘導,AIには意思がないため、誰にも責任はない,AIの提案を採用した医師に全責任がある,医師の注意義務と、AI開発者・提供者の製品責任が複合的に検討される,患者がAI診療を受けることに同意したため、患者の自己責任である,33,23
Q5-033,第5章,C,医療AIの学習に用いたデータから患者を特定する攻撃手法として、「メンバーシップ推論攻撃」がある。この攻撃の内容として、最も適切なものはどれか。,5,0,1,3,2,11,注意,メンバーシップ推論攻撃の用語知識,AIの開発チームのメンバーを特定すること,AIのユーザーアカウントを乗っ取ること,特定の個人のデータがAIの学習に使われたかどうかを推測すること,AIのパスワードを推測して不正アクセスすること,31,21
Q5-034,第5章,C,医療AIが治療方針を提案する際に、患者の自律性を尊重するために重要な点はどれか。,4,0,0,5,4,13,注意,複数選択肢+患者決定は自律性の常識、他は強要的,AIの提案が最善であるため、患者は従うべきと伝える,AIの提案を患者に知らせずに医師が決定する,AIの提案を含む複数の選択肢を示し、患者自身が決定できるよう支援する,AIの提案に反対する患者は治療を受けられないと伝える,34,24
Q5-035,第5章,D,医療AIにおけるバイアスを軽減するための技術的アプローチとして、適切でないものはどれか。,1,0,0,5,4,10,注意,「隠蔽」は明白に倫理違反,学習データのリサンプリングにより、少数派グループの代表性を高める,AIの出力を後処理して、グループ間の結果を均等化する,公平性制約を損失関数に組み込み、学習時にバイアスを抑制する,バイアスの存在を隠蔽し、ユーザーに知らせない,22,29
Q5-036,第5章,C,医療AIの導入において「善行（Beneficence）」の原則を実践する例として、最も適切なものはどれか。,3,0,0,4,3,10,注意,善行=予後改善は名称と整合、他は別原則・本質外,AI利用について患者の同意を得る,AIの導入コストを最小限に抑える,AIによる早期診断で患者の予後を改善する,AIを使った診療を全患者に平等に提供する,20,17
Q5-037,第5章,C,医療AI導入時の「リスクコミュニケーション」の目的として、最も適切なものはどれか。,5,0,0,5,4,14,注意,情報共有+相互理解が本質、「隠蔽」「誇張」「無視」断定誘導,AIのリスクを隠蔽すること,AIのリスクを誇張して導入を阻止すること,AIのリスクについて関係者と情報を共有し、相互理解を促進すること,AIのリスクを無視して導入を推進すること,32,18
Q5-038,第5章,A,生成AIのハルシネーションを軽減するための技術的アプローチとして、最も有効なものはどれか。,5,0,0,4,3,12,注意,RAGが対策は知識依存、他は速度・フォント・文字数で本質外,検索拡張生成（RAG）により、信頼できる情報源を参照させる,生成AIの処理速度を向上させる,生成AIのフォントサイズを大きくする,生成AIの出力文字数を制限する,29,16
Q5-039,第5章,C,医療AIへの過信による問題として、適切でないものはどれか。,0,0,0,5,4,9,注意,「臨床スキル向上」は明白に過信問題と関係ない,医師がAIの出力を確認せずに受け入れる,AIが示さなかった異常を医師が見落とす,医師の臨床スキルが向上する,医師がAIの誤りを見逃す,13,17
Q5-040,第5章,A,AIを用いた診療におけるインフォームド・コンセントで、患者に伝えることが望ましい内容として、適切でないものはどれか。,1,0,0,4,3,8,注意,プログラム詳細は不要、他は適切な説明内容,AIのプログラムコードの詳細,AIの判断には限界がある可能性があること,最終的な診断判断は医師が行うこと,AIを診断の補助として使用すること,14,18
Q5-041,第5章,D,医療AIの公平性評価において、「偽陰性率」のグループ間格差が問題となる理由として、最も適切なものはどれか。,5,0,0,5,4,14,注意,偽陰性=見逃し+健康格差、他は速度・コスト・UIで本質外,AIの処理速度に影響するため,AIの開発コストが増加するため,AIのユーザーインターフェースが複雑になるため,特定のグループで疾患が見逃される割合が高くなり、健康格差につながるため,35,17
Q5-042,第5章,D,医療AIのインシデント発生時の対応として、最も適切な初動対応はどれか。,3,0,0,5,4,12,注意,報告+患者安全が初動、「隠蔽」「マスコミ」「責任追及」明白に不適切,インシデントを隠蔽し、通常業務を継続する,マスコミ対応を最優先に行う,AI開発企業の責任追及を最優先に行う,関係者への報告と患者安全の確保を最優先に行う,22,17
Q5-043,第5章,D,医療AIの説明可能性と性能（精度）の関係について、最も適切な説明はどれか。,5,5,0,3,2,15,要改善,トレードオフ関係の知識、断定誘導が3つ,説明可能性と精度は全く無関係である,説明可能性を高めると、AIの精度は必ず向上する,高精度なAIは常に説明可能性も高い,説明可能性と精度はトレードオフの関係にある場合があり、バランスの判断が必要,37,19
Q5-044,第5章,C,医療AIの開発において「フェデレーテッドラーニング（連合学習）」が注目される理由として、最も適切なものはどれか。,5,3,1,4,3,16,要改善,連合学習=分散学習は名称と整合、「100%保証」断定誘導,AIの精度を100%保証するため,学習速度を大幅に向上させるため,各医療機関のデータを集約せずに、分散したままAIを学習できるためプライバシーリスクが低減されるため,AIの開発コストを削減するため,49,15
Q5-045,第5章,B,医療AIの運用において「ガバナンス体制」を構築する目的として、最も重要なものはどれか。,5,0,1,5,4,15,要改善,ガバナンス=管理体制は名称と整合、他は本質外,AI開発企業の利益を最大化すること,AIの適切な利用、監視、改善のための組織的な管理体制を確立すること,AIの導入を遅らせること,AIに関する情報を外部に漏らさないこと,33,16
Q6-001,第6章,C,生成AIへの指示文（プロンプト）を工夫して、望ましい出力を得る技術を何と呼ぶか。,5,0,0,3,2,10,注意,プロンプトエンジニアリングの純粋な用語知識,データマイニング,プログラミング,プロンプトエンジニアリング,ネットワーキング,13,8
Q6-002,第6章,B,生成AIに対して「Few-shotプロンプティング」を行う利点として、最も適切なものはどれか。,5,0,0,4,3,12,注意,Few-shot=例で形式理解は名称と整合、他は処理性能,AIの処理速度が向上する,例を示すことで、AIが期待される出力形式やスタイルを理解しやすくなる,AIの消費電力が削減される,AIの学習データが自動的に更新される,34,14
Q6-003,第6章,B,看護師が生成AIを使って患者向け説明資料を作成する際の注意点として、最も適切なものはどれか。,4,3,0,4,3,14,注意,確認・修正が常識、「一切使用すべきでない」「そのまま」「個人情報入力」断定誘導,説明資料作成に生成AIは一切使用すべきでない,生成AIの出力を専門的知識に基づいて確認・修正してから使用する,生成AIの出力をそのまま患者に渡してよい,患者情報を生成AIに入力して、個別の説明資料を作成する,31,23
Q6-004,第6章,D,医師が生成AIに「糖尿病の治療について教えて」と質問するより、効果的なプロンプトはどれか。,5,0,0,5,4,14,注意,Dだけ長く具体的、他は曖昧で明白に不適,糖尿病とは,病気の治療,糖尿病について,2型糖尿病の成人患者への初期治療薬の選択基準について、日本のガイドラインに基づいて箇条書きで説明してください,54,6
Q6-005,第6章,C,生成AIの出力を検証する際に重要な観点として、適切でないものはどれか。,2,0,0,5,4,11,注意,文字数は出力検証と無関係で明らか,出力内容の事実確認（ファクトチェック）,出力された情報の出典・根拠の確認,出力された文章の文字数,医学的・科学的な正確性の確認,11,16
Q6-006,第6章,D,生成AIのプロンプト技法「Chain-of-Thought（思考の連鎖）」の効果として、最も適切なものはどれか。,5,0,0,4,3,12,注意,CoT=段階的推論は名称と整合,AIの学習データが自動更新される,AIの消費メモリが削減される,AIの回答速度が向上する,AIに段階的に推論させることで、複雑な問題に対する回答精度が向上する,34,14
Q6-007,第6章,C,医師が生成AIを使用して診療情報提供書（紹介状）の下書きを作成する場合、最も適切な利用方法はどれか。,3,0,1,4,3,11,注意,テンプレ参照が穏当、「保険証入力」「そのまま渡す」「カルテ入力」断定誘導,患者の保険証番号を含めて生成AIに紹介状を作成させる,生成AIが作成した紹介状をそのまま患者に渡す,一般的な紹介状の文例を参考に生成させ、医師が患者情報を加えて完成させる,患者のカルテ情報をそのまま生成AIに入力し、紹介状を自動生成させる,35,27
Q6-008,第6章,C,医療従事者が生成AIを使って医学文献を要約させる際の注意点として、最も適切なものはどれか。,4,5,0,4,3,16,要改善,原典確認が常識、「使用すべきでない」「常に最新」「全部任せる」断定誘導,生成AIは医学文献を要約できないため、使用すべきでない,生成AIは常に最新の論文を参照しているため、追加確認は不要である,生成AIの要約が元文献の内容を正確に反映しているか、原典で確認する必要がある,要約は生成AIが行い、引用も生成AIに任せてよい,38,28
Q6-009,第6章,C,医療分野で生成AIを活用する際に、「ロールプロンプティング」が有効な理由として、最も適切なものはどれか。,5,0,0,3,2,10,注意,ロールプロンプティング=役割設定は名称と整合,AIが自動的に最新情報を検索するため,AIの処理速度が向上するため,「あなたは医療専門家です」等と役割を設定することで、専門的な視点からの回答を促せるため,AIの消費電力が削減されるため,43,16
Q6-010,第6章,D,生成AIが「この薬剤の副作用は〇〇です」と出力した場合、医療従事者が取るべき対応として、最も適切なものはどれか。,0,0,0,4,3,7,良問,添付文書確認が常識、「中止」「そのまま」「他AIで一致」断定誘導,生成AIは医療情報を扱えないため、使用を中止する,生成AIの出力を信頼し、そのまま患者に説明する,他の生成AIサービスで同じ質問をして、回答が一致すれば正しいと判断する,添付文書や医薬品情報データベースで出力内容の正確性を確認する,30,27
Q6-011,第6章,B,医療従事者が患者向けの説明資料を生成AIで作成する際、読みやすさを向上させるための適切なプロンプト指示はどれか。,5,0,0,4,3,12,注意,平易な言葉が患者向け常識、他は英語・短く・専門用語で逆,英語で作成してください,医療の専門知識がない人にも分かるよう、平易な言葉で説明してください,できるだけ短く1行で説明してください,専門用語を多用して作成してください,33,15
Q6-012,第6章,B,医師が生成AIを使って「症例報告の要約」を作成させたい場合、Few-shotプロンプティングの活用例として最も適切なものはどれか。,5,0,0,4,3,12,注意,Few-shotは例提示、Q6-002と整合,可能な限り長い指示文を作成する,2〜3件の症例報告要約の例を示してから、新しい症例報告の要約を依頼する,AIに症例報告の原文を読み上げさせる,「症例報告を要約してください」とだけ指示する,35,18
Q6-013,第6章,B,医療現場で生成AIを業務効率化に活用できる場面として、適切でないものはどれか。,1,0,0,5,4,10,注意,医師診断代替は医療常識違反、他は事務的補助,患者説明資料の下書き作成,医師の診断の代替,会議の議事録作成支援,医学文献の要約作成,8,10
Q6-014,第6章,C,生成AIへのプロンプトにおいて「制約条件」を明示することの利点として、最も適切なものはどれか。,5,0,0,4,3,12,注意,制約=形式指定は名称と整合,AIの学習データが更新される,AIの消費電力が削減される,「200文字以内」「箇条書きで」などの条件により、用途に適した形式の出力が得られる,AIの処理速度が向上する,41,13
Q6-015,第6章,B,医療機関が生成AI利用ポリシーを策定する際に含めるべき内容として、適切でないものはどれか。,1,0,0,5,4,10,注意,服装規定はAI利用ポリシーと無関係で明らか,生成AIに入力してよい情報と入力禁止の情報の区分,生成AIを使用する職員の服装規定,生成AIの出力を使用する際の検証プロセス,インシデント発生時の報告・対応手順,16,20
Q6-016,第6章,B,薬剤師が生成AIを使って患者向けの服薬指導資料を作成する際、プロンプトに含めるべき情報として、最も適切なものはどれか。,5,0,1,4,3,13,注意,薬効分類等の業務情報が適切、他は個人情報・無関係情報,患者の氏名と住所,説明対象の薬効分類、想定する読者層、含めたい情報項目,処方医の携帯電話番号,患者の健康保険証番号,26,9
Q6-017,第6章,C,生成AIを医学文献のシステマティックレビューに活用する際の限界として、最も重要なものはどれか。,5,0,0,3,2,10,注意,カットオフ日が限界、他は能力に関する誤った前提,生成AIは医学用語を理解できない,生成AIは文献を日本語に翻訳できない,生成AIには知識のカットオフ日があり、最新の文献を網羅的に検索できない可能性がある,生成AIは表形式のデータを出力できない,41,18
Q6-018,第6章,A,生成AIの「知識のカットオフ日」について、正しい説明はどれか。,5,0,0,4,3,12,注意,カットオフ=学習データ最新日、他はメンテ・上限・契約で別概念,生成AIの学習データに含まれる最新の情報の日付であり、それ以降の情報は含まれていない,生成AIのメンテナンス終了予定日,生成AIが1日に処理できる質問の上限数,生成AIの利用契約が終了する日,42,17
Q6-019,第6章,C,看護師が申し送り事項を整理するために生成AIを活用する場合、適切な利用方法はどれか。,3,0,0,4,3,10,注意,構成例参照が常識、「患者名+病状入力」「異常値判定」「重要度判定」断定誘導,患者名と詳細な病状を入力して、申し送り文を生成させる,患者のバイタルデータを入力して、異常値を判定させる,一般的な申し送りの構成例を生成させ、それを参考に自分で内容を作成する,生成AIに申し送りの内容を判断させ、重要度を決定してもらう,34,27
Q6-020,第6章,B,生成AIへのプロンプトで「否定的な指示」（〜しないでください）よりも「肯定的な指示」（〜してください）が推奨される理由として、最も適切なものはどれか。,5,3,1,3,2,14,注意,肯定指示が明確、「処理できない」「電力増」「著作権」断定誘導,否定的な指示はAIが処理できないため,肯定的な指示の方が、期待する出力を明確に伝えやすいため,否定的な指示は消費電力が増加するため,否定的な指示は著作権に違反するため,27,18
Q6-021,第6章,D,医師が生成AIを使って患者への病状説明資料を作成した。この資料を患者に提供する前に最も重要な確認事項はどれか。,5,0,1,5,4,15,要改善,医学的正確性が本質、色・サイズ・文字数は副次的,資料の色使いが見やすいかどうか,資料のファイルサイズが小さいかどうか,資料の文字数が適切かどうか,医学的内容の正確性と、患者の個別状況への適合性,23,15
Q6-022,第6章,C,医師が生成AIに複雑な鑑別診断の考え方を整理させたい場合、Chain-of-Thoughtプロンプティングの適切な使用例はどれか。,5,0,0,4,3,12,注意,CoT=ステップ推論、Q6-006と整合,「最も確率の高い診断名だけを答えてください」と指示する,「鑑別診断を教えて」と端的に質問する,「症状から考えられる疾患を、ステップバイステップで論理的に推論してください」と指示する,「はい」か「いいえ」で答えられる質問をする,43,22
Q6-023,第6章,D,医療機関で生成AIを業務利用する際に、組織として決めておくべきルールとして最も重要なものはどれか。,5,0,0,5,4,14,注意,入力情報範囲+検証責任が本質、画面・回数・時間帯は本質外,生成AIを使用する端末の画面サイズ,生成AIの利用回数の上限,生成AIを使用する時間帯,生成AIに入力してはいけない情報の範囲と、出力の検証責任,28,14
Q6-024,第6章,A,生成AIに「高血圧治療ガイドライン2019の推奨」について質問したところ、回答が得られた。この回答を業務に使用する前に行うべき検証として、最も適切なものはどれか。,0,0,0,5,4,9,注意,原本照合が常識、読みやすさ・文字数・他AI一致は本質外,実際のガイドライン原本と照合し、内容の正確性を確認する,回答の文章が読みやすいか確認する,回答の文字数が十分かどうか確認する,別の生成AIサービスで同じ質問をして、回答が一致するか確認する,27,21
Q6-025,第6章,A,医療機関が生成AIを業務効率化に導入する際、最も大きな効果が期待できる業務領域はどれか。,5,0,0,5,4,14,注意,事務作業が効果大、手術・注射・自動診断は医療常識違反,定型的な文書作成や情報整理などの事務的業務,手術の実施,注射の実施,診断の自動化,21,5
Q6-026,第6章,C,生成AIへのプロンプトにおける「コンテキスト」の役割として、最も適切なものはどれか。,5,0,1,4,3,13,注意,コンテキスト=背景情報、他は処理・電力・学習で本質外,AIの処理速度を向上させる,AIの消費電力を削減する,背景情報や状況を提供し、より適切な回答を引き出す,AIの学習データを更新する,24,13
Q6-027,第6章,A,医療事務職が生成AIを使って患者向けの受診案内文書を作成する場合、適切な対応はどれか。,5,0,0,4,3,12,注意,テンプレ確認が穏当、「個人情報入力」「そのまま配布」「予約管理」断定誘導,一般的な受診案内のテンプレートを生成させ、内容を確認してから使用する,生成AIに患者の個人情報を入力して、個別の案内文を作成させる,生成AIの出力をそのまま全患者に配布する,生成AIに診療予約の管理を任せる,34,22
Q6-028,第6章,A,生成AIを使って医学論文の要約を作成させる際の適切なプロンプト指示はどれか。,5,0,1,5,4,15,要改善,具体的指示がAだけ、他は曖昧・無関係,この論文の目的、方法、結果、結論を200文字程度で要約してください,この論文は正しいですか,この論文を暗記してください,この論文について教えてください,33,13
Q6-029,第6章,B,医療機関で生成AI利用教育を実施する際に、最も重要な教育内容はどれか。,0,0,0,5,4,9,注意,限界+リスク+検証が本質、株価・歴史・技術詳細は本質外,生成AIの市場動向と株価,生成AIの限界とリスク、入力禁止情報、出力の検証方法,生成AIを開発した企業の歴史,生成AIの技術的な仕組み（ニューラルネットワークの構造など）の詳細,26,20
Q6-030,第6章,D,生成AIの出力を医療業務に活用する際の基本姿勢として、最も適切なものはどれか。,3,5,0,5,4,17,要改善,参考+検証が常識、「使用すべきでない」「常に正確」「上司確認のみ」断定誘導,生成AIは一切信用できないので、使用すべきでない,生成AIは常に正確なので、出力をそのまま信頼してよい,生成AIの出力は、上司が確認すれば自分で検証する必要はない,生成AIの出力を参考にしつつ、専門知識に基づいて内容を検証する,31,26
Q6-031,第6章,D,外国人患者への説明資料を作成するために生成AIの翻訳機能を活用する場合、最も適切な対応はどれか。,4,3,0,4,3,14,注意,確認+通訳補足が常識、「一切行わない」「責任負わせる」「そのまま」断定誘導,翻訳機能は信頼できないため、外国語での説明は一切行わない,患者に翻訳内容の責任を負わせる同意書に署名させる,生成AIの翻訳をそのまま患者に渡す,翻訳の正確性を可能な範囲で確認し、重要な内容は通訳を介して補足する,33,23
